action_taken,derived_race,derived_ethnicity,applicant_sex,applicant_age,income,debt_to_income_ratio,applicant_credit_score_type,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,loan_type,loan_purpose,lien_status,property_value,occupancy_type,tract_minority_population_percent,aus-1,denial_reason-1
1,White,Not Hispanic or Latino,3,35-44,475.0,Exempt,1111,235000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,2,12.78,1111,1111
1,White,Not Hispanic or Latino,1,25-34,330.0,Exempt,1111,405000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,20.49,1111,1111
1,White,Ethnicity Not Available,2,25-34,157.0,Exempt,1111,475000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,22.13,1111,1111
4,White,Not Hispanic or Latino,1,25-34,95.0,Exempt,1111,325000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,18.81,1111,1111
1,White,Not Hispanic or Latino,1,35-44,90.0,Exempt,1111,305000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,24.18,1111,1111
1,White,Not Hispanic or Latino,2,35-44,151.0,Exempt,1111,205000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,29.72,1111,1111
2,White,Not Hispanic or Latino,1,55-64,116.0,Exempt,1111,205000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,27.18,1111,1111
1,White,Not Hispanic or Latino,1,25-34,307.0,Exempt,1111,395000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,28.84,1111,1111
1,Black or African American,Not Hispanic or Latino,1,45-54,239.0,Exempt,1111,245000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,39.09,1111,1111
1,White,Not Hispanic or Latino,1,55-64,116.0,Exempt,1111,235000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,27.18,1111,1111
1,White,Not Hispanic or Latino,1,25-34,200.0,Exempt,1111,555000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,20.01,1111,1111
1,Black or African American,Ethnicity Not Available,2,35-44,491.0,Exempt,1111,475000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,2,13.3,1111,1111
1,White,Ethnicity Not Available,1,35-44,133.0,Exempt,1111,445000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,25.21,1111,1111
1,White,Not Hispanic or Latino,2,25-34,104.0,Exempt,1111,125000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,42.03,1111,1111
1,White,Hispanic or Latino,2,25-34,59.0,Exempt,1111,105000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,63.55,1111,1111
1,White,Not Hispanic or Latino,1,25-34,95.0,Exempt,1111,325000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,18.81,1111,1111
1,White,Not Hispanic or Latino,2,35-44,496.0,Exempt,1111,155000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,2,13.74,1111,1111
2,White,Not Hispanic or Latino,1,35-44,56.0,Exempt,1111,75000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,13.89,1111,1111
1,White,Hispanic or Latino,2,35-44,73.0,Exempt,1111,285000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,26.63,1111,1111
1,White,Not Hispanic or Latino,1,35-44,78.0,Exempt,1111,265000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,67.62,1111,1111
1,White,Not Hispanic or Latino,1,25-34,105.0,Exempt,1111,295000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,30.71,1111,1111
4,White,Hispanic or Latino,1,55-64,65.0,,9,305000.0,,,,1,1,2,,1,39.18,6,10
3,White,Not Hispanic or Latino,1,25-34,71.0,50%-60%,2,305000.0,93.75,,,1,1,1,325000,1,42.03,2,4
3,White,Not Hispanic or Latino,1,55-64,475.0,20%-<30%,3,725000.0,81.14,,,1,1,1,895000,1,13.74,1,6
1,White,Hispanic or Latino,1,45-54,9000.0,41,1,305000.0,97.0,6.5,0.6,1,1,1,315000,1,25.21,2,10
4,Black or African American,Not Hispanic or Latino,2,35-44,48.0,,9,65000.0,,,,1,1,1,,2,29.83,6,10
1,White,Not Hispanic or Latino,2,25-34,82.0,30%-<36%,1,195000.0,80.0,6.25,0.16,1,1,1,235000,1,46.63,1,10
1,White,Not Hispanic or Latino,1,35-44,96.0,50%-60%,2,435000.0,95.0,5.625,0.791,2,1,1,455000,1,26.05,3,10
4,White,Hispanic or Latino,2,65-74,56.0,,9,235000.0,,,,1,1,1,,1,26.6,6,10
4,White,Not Hispanic or Latino,2,25-34,115.0,,9,345000.0,,,,1,1,1,,1,21.98,1,10
1,Joint,Not Hispanic or Latino,1,35-44,359.0,20%-<30%,3,715000.0,80.0,5.875,0.091,1,1,1,895000,1,34.1,2,10
3,Black or African American,Not Hispanic or Latino,2,45-54,209.0,20%-<30%,1,435000.0,90.0,,,1,1,1,485000,1,39.09,2,4
4,Black or African American,Not Hispanic or Latino,2,45-54,75.0,,9,345000.0,,,,2,1,1,,1,20.49,3,10
1,White,Not Hispanic or Latino,1,35-44,54.0,40,2,185000.0,80.0,6.25,0.059,1,1,1,235000,1,35.04,2,10
1,White,Not Hispanic or Latino,1,35-44,207.0,20%-<30%,2,515000.0,90.0,6.75,0.205,1,1,1,575000,1,18.6,1,10
3,White,Not Hispanic or Latino,2,25-34,222.0,20%-<30%,7,135000.0,90.0,,,1,1,1,155000,1,67.62,2,4
1,White,Not Hispanic or Latino,1,25-34,102.0,48,3,465000.0,80.0,6.75,0.126,1,1,1,585000,1,28.19,2,10
4,White,Not Hispanic or Latino,1,55-64,147.0,,9,445000.0,,,,2,1,1,,1,20.01,3,10
1,White,Not Hispanic or Latino,1,35-44,209.0,45,7,605000.0,80.0,6.75,0.373,1,1,1,755000,1,18.7,1,10
4,White,Hispanic or Latino,1,35-44,118.0,,9,495000.0,,,,1,1,1,,1,25.57,1,10
1,White,Not Hispanic or Latino,1,25-34,149.0,46,1,565000.0,90.0,6.25,0.111,1,1,1,625000,1,26.05,1,10
1,White,Not Hispanic or Latino,1,55-64,151.0,30%-<36%,7,305000.0,69.767,6.75,0.168,1,1,1,435000,1,29.37,1,10
1,White,Not Hispanic or Latino,1,35-44,234.0,47,2,665000.0,80.0,6.75,0.392,1,1,1,825000,1,24.18,1,10
1,White,Not Hispanic or Latino,2,55-64,241.0,48,7,405000.0,61.538,6.75,0.301,1,1,1,655000,1,13.74,1,10
4,White,Not Hispanic or Latino,1,>74,146.0,,9,395000.0,,,,2,1,1,,1,62.35,3,10
1,Black or African American,Not Hispanic or Latino,2,45-54,80.0,50%-60%,1,345000.0,95.0,5.5,-0.193,2,1,1,355000,1,20.49,3,10
1,White,Hispanic or Latino,1,35-44,109.0,47,1,405000.0,90.0,7.25,0.262,1,1,1,455000,1,28.84,2,10
1,White,Hispanic or Latino,1,35-44,112.0,49,3,485000.0,76.499,6.625,0.251,2,1,1,615000,1,25.57,3,10
1,Black or African American,Joint,1,35-44,221.0,36,2,515000.0,95.0,7.125,0.052,1,1,1,545000,1,29.72,2,10
1,White,Not Hispanic or Latino,2,35-44,125.0,50%-60%,7,585000.0,96.5,7.125,0.617,2,1,1,595000,1,50.53,3,10
1,White,Ethnicity Not Available,1,35-44,108.0,43,2,305000.0,90.0,7.0,0.506,1,1,1,345000,1,38.24,2,10
1,White,Ethnicity Not Available,3,45-54,119.0,46,1,335000.0,70.0,7.625,-0.014,1,1,1,475000,3,38.57,1,10
4,White,Ethnicity Not Available,1,25-34,106.0,,9,365000.0,,,,1,1,1,,1,21.98,2,10
1,White,Not Hispanic or Latino,1,65-74,101.0,37,3,345000.0,80.0,6.625,-0.212,1,1,1,425000,1,29.37,1,10
1,White,Not Hispanic or Latino,1,35-44,114.0,20%-<30%,3,335000.0,76.744,6.375,-0.231,1,1,1,435000,1,14.83,2,10
4,Joint,Not Hispanic or Latino,2,45-54,127.0,,9,345000.0,,,,1,1,1,,1,20.49,2,10
1,White,Not Hispanic or Latino,2,25-34,190.0,30%-<36%,2,435000.0,97.0,7.75,0.858,1,1,1,455000,1,29.72,2,10
2,White,Not Hispanic or Latino,1,25-34,213.0,30%-<36%,3,475000.0,92.633,7.375,1.018,1,1,1,515000,1,29.83,1,10
1,White,Not Hispanic or Latino,2,35-44,185.0,20%-<30%,8,135000.0,97.0,6.125,0.126,1,1,1,145000,1,21.98,6,10
6,White,Not Hispanic or Latino,1,25-34,118.0,,9,375000.0,,5.625,,3,1,1,385000,1,28.19,6,10
6,White,Not Hispanic or Latino,1,25-34,149.0,,9,465000.0,,6.625,,1,1,1,505000,1,29.83,6,10
6,Black or African American,Not Hispanic or Latino,1,55-64,185.0,,9,455000.0,,5.625,,3,1,1,455000,1,26.63,6,10
6,White,Not Hispanic or Latino,2,35-44,132.0,,9,365000.0,,6.25,,2,1,1,375000,1,38.24,6,10
6,White,Hispanic or Latino,2,45-54,101.0,,9,355000.0,,7.625,,2,1,1,355000,1,42.03,6,10
6,White,Not Hispanic or Latino,1,<25,195.0,,9,235000.0,,7.625,,1,1,1,295000,1,18.6,6,10
6,Asian,Not Hispanic or Latino,2,>74,174.0,,9,205000.0,,7.375,,1,1,1,875000,1,47.96,6,10
6,White,Not Hispanic or Latino,2,35-44,420.0,,9,545000.0,,6.625,,1,1,1,685000,1,47.96,6,10
6,Asian,Not Hispanic or Latino,1,65-74,148.0,,9,555000.0,,7.375,,1,1,1,695000,1,47.96,6,10
1,White,Not Hispanic or Latino,1,45-54,65.0,49,1,315000.0,75.61,5.25,-1.075,1,1,1,415000,1,26.63,1,10
1,Black or African American,Not Hispanic or Latino,1,45-54,1814.0,<20%,3,325000.0,51.61,6.25,-0.221,1,1,1,625000,2,39.18,1,10
1,White,Not Hispanic or Latino,1,25-34,100.0,30%-<36%,1,265000.0,62.5,5.875,-0.53,1,1,1,415000,1,53.93,1,10
1,Asian,Not Hispanic or Latino,1,35-44,1019.0,41,3,2105000.0,66.67,6.25,0.217,1,1,1,3155000,2,21.09,6,10
1,White,Not Hispanic or Latino,2,25-34,160.0,49,1,245000.0,77.78,6.125,-0.362,1,1,1,315000,1,18.48,1,10
1,White,Not Hispanic or Latino,1,45-54,655.0,<20%,1,795000.0,80.0,5.25,0.094,1,1,1,995000,1,16.54,6,10
1,White,Not Hispanic or Latino,1,25-34,169.0,30%-<36%,1,405000.0,84.21,6.125,-0.111,1,1,1,475000,1,28.84,1,10
1,White,Not Hispanic or Latino,2,25-34,168.0,42,1,545000.0,80.0,6.5,0.168,1,1,1,675000,1,26.05,1,10
1,White,Not Hispanic or Latino,1,35-44,260.0,<20%,2,345000.0,80.0,6.5,-0.26,1,1,1,425000,1,13.87,1,10
1,White,Not Hispanic or Latino,1,25-34,162.0,47,2,295000.0,90.0,6.625,0.579,1,1,1,335000,1,29.58,1,10
1,White,Not Hispanic or Latino,1,35-44,160.0,48,3,445000.0,95.0,6.5,0.102,1,1,1,465000,1,25.21,1,10
4,White,Not Hispanic or Latino,1,<25,199.0,,9,225000.0,,,,1,1,1,,1,26.6,1,10
4,White,Not Hispanic or Latino,1,25-34,120.0,,9,305000.0,,,,1,1,1,,1,14.22,1,10
4,White,Not Hispanic or Latino,1,25-34,112.0,,9,335000.0,,,,1,1,1,,1,24.38,2,10
1,White,Not Hispanic or Latino,2,45-54,52.0,>60%,2,1725000.0,80.0,6.875,0.148,1,1,1,2155000,1,13.87,6,10
1,Joint,Joint,2,25-34,240.0,41,2,505000.0,87.72,7.25,0.03,1,1,1,575000,1,24.18,1,10
1,White,Not Hispanic or Latino,2,35-44,109.0,46,3,335000.0,90.0,7.875,0.434,1,1,1,375000,1,24.38,2,10
1,White,Not Hispanic or Latino,1,25-34,120.0,47,2,305000.0,67.83,7.375,-0.004,1,1,1,455000,1,14.22,1,10
1,White,Not Hispanic or Latino,2,25-34,144.0,20%-<30%,2,305000.0,75.0,5.875,-0.772,1,1,1,405000,1,34.55,1,10
1,White,Not Hispanic or Latino,1,55-64,354.0,38,1,915000.0,80.0,6.625,-0.119,1,1,1,1145000,1,21.82,1,10
4,White,Not Hispanic or Latino,1,35-44,357.0,,9,645000.0,,,,1,1,1,,1,14.83,1,10
1,White,Not Hispanic or Latino,1,35-44,119.0,20%-<30%,7,265000.0,79.697,7.5,0.549,1,1,1,335000,1,29.37,2,10
1,White,Hispanic or Latino,1,35-44,71.0,45,7,295000.0,87.761,5.625,0.026,2,1,1,335000,1,24.38,1,10
1,White,Hispanic or Latino,1,<25,100.0,30%-<36%,7,265000.0,85.0,6.875,0.277,1,1,1,315000,1,86.57,2,10
1,White,Not Hispanic or Latino,1,35-44,370.0,20%-<30%,7,355000.0,80.0,6.625,-0.048,1,1,1,445000,1,13.39,2,10
1,Asian,Not Hispanic or Latino,2,35-44,83.0,42,1,275000.0,54.545,7.0,0.123,1,1,1,495000,1,39.09,1,10
4,White,Not Hispanic or Latino,1,35-44,326.0,,9,465000.0,,,,1,1,1,,1,47.97,1,10
1,Asian,Not Hispanic or Latino,1,<25,97.0,30%-<36%,8,265000.0,97.0,6.625,0.699,1,1,1,315000,1,27.18,1,10
3,Asian,Not Hispanic or Latino,1,25-34,239.0,45,2,365000.0,94.737,,,1,1,1,385000,1,39.09,1,4
3,White,Not Hispanic or Latino,1,25-34,420.0,41,3,815000.0,90.0,,,1,1,1,905000,1,22.75,6,6
4,Black or African American,Hispanic or Latino,1,<25,95.0,,9,125000.0,,,,1,1,1,,1,34.93,6,10
1,American Indian or Alaska Native,Hispanic or Latino,1,45-54,172.0,42,1,345000.0,92.0,5.625,-0.978,3,1,1,375000,1,29.37,6,10
3,Black or African American,Not Hispanic or Latino,1,45-54,44.0,>60%,2,265000.0,97.0,,,1,1,1,275000,1,37.64,6,1
3,Black or African American,Not Hispanic or Latino,1,45-54,192.0,39,3,235000.0,95.0,,,1,1,1,255000,1,24.38,6,6
1,White,Joint,1,<25,141.0,30%-<36%,3,315000.0,95.0,7.5,1.126,1,1,1,335000,1,47.97,1,10
1,White,Not Hispanic or Latino,1,45-54,168.0,30%-<36%,3,445000.0,68.75,5.375,-0.881,3,1,1,645000,1,29.72,1,10
1,White,Not Hispanic or Latino,2,45-54,88.0,20%-<30%,2,215000.0,80.0,6.25,-0.141,1,1,1,265000,1,22.13,1,10
4,White,Not Hispanic or Latino,1,25-34,347.0,,9,815000.0,,,,1,1,1,,1,22.75,1,10
3,Black or African American,Joint,2,35-44,124.0,>60%,3,555000.0,87.382,,,1,1,1,635000,1,47.96,6,1
3,Black or African American,Hispanic or Latino,1,35-44,174.0,50%-60%,1,555000.0,87.382,,,1,1,1,635000,1,47.96,6,1
3,White,Not Hispanic or Latino,1,45-54,74.0,>60%,1,325000.0,90.0,,,3,1,1,365000,1,45.01,1,1
1,Black or African American,Not Hispanic or Latino,2,25-34,181.0,47,3,435000.0,72.881,6.125,-0.314,1,1,1,595000,1,34.93,1,10
4,White,Not Hispanic or Latino,1,25-34,282.0,,9,365000.0,,,,1,1,1,,1,24.38,1,10
1,Black or African American,Not Hispanic or Latino,1,45-54,239.0,44,3,635000.0,80.0,6.5,-1.274,1,1,1,795000,1,26.05,1,10
3,Black or African American,Not Hispanic or Latino,1,35-44,111.0,>60%,3,345000.0,100.0,,,3,1,1,335000,1,63.55,6,3
1,White,Not Hispanic or Latino,1,25-34,102.0,49,2,365000.0,94.825,6.875,-0.168,1,1,1,385000,1,24.38,1,10
1,Black or African American,Not Hispanic or Latino,2,35-44,78.0,46,1,275000.0,97.0,8.5,1.28,1,1,1,285000,1,53.93,1,10
3,White,Ethnicity Not Available,1,25-34,52.0,>60%,1,65000.0,100.0,,,1,1,1,65000,2,24.18,1,1
1,White,Not Hispanic or Latino,1,65-74,74.0,38,1,125000.0,85.541,3.5,-3.146,3,1,1,155000,1,26.6,6,10
1,White,Not Hispanic or Latino,1,55-64,88.0,47,1,285000.0,60.0,7.0,-0.838,3,1,1,485000,1,24.38,1,10
1,White,Not Hispanic or Latino,1,55-64,73.0,>60%,2,325000.0,69.565,6.5,-0.871,3,1,1,465000,1,27.18,1,10
1,White,Not Hispanic or Latino,1,45-54,92.0,37,1,105000.0,20.408,6.375,-0.36,1,1,1,495000,1,30.71,1,10
4,White,Not Hispanic or Latino,2,25-34,126.0,,9,115000.0,,,,1,1,1,,1,38.57,1,10
1,White,Not Hispanic or Latino,2,35-44,114.0,Exempt,1111,255000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,29.72,1111,10
4,White,Hispanic or Latino,1,35-44,,Exempt,1111,105000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,29.72,1111,10
1,White,Hispanic or Latino,1,35-44,80.0,Exempt,1111,105000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,27.18,1111,10
1,White,Not Hispanic or Latino,1,45-54,315.0,20%-<30%,1,655000.0,80.0,6.375,-0.264,1,1,1,825000,1,14.22,1,10
1,White,Not Hispanic or Latino,2,25-34,153.0,30%-<36%,3,345000.0,95.0,7.25,0.434,1,1,1,365000,1,16.93,1,10
1,White,Not Hispanic or Latino,1,>74,75.0,41,3,245000.0,73.134,7.375,0.004,1,1,1,335000,1,35.04,1,10
1,White,Not Hispanic or Latino,1,<25,245.0,37,9,205000.0,75.0,6.75,,1,1,1,265000,3,62.35,2,10
5,Asian,Not Hispanic or Latino,1,35-44,135.0,,9,75000.0,,,,1,1,2,,1,42.03,6,10
1,Asian,Not Hispanic or Latino,1,25-34,137.0,20%-<30%,1,335000.0,80.0,6.125,-0.233,1,1,1,415000,1,30.06,2,10
4,Asian,Not Hispanic or Latino,1,35-44,155.0,,9,175000.0,,,,1,1,1,,1,42.75,2,10
1,White,Hispanic or Latino,1,25-34,81.0,39,1,285000.0,75.946,6.75,0.602,1,1,1,375000,1,42.03,1,10
4,White,Not Hispanic or Latino,1,35-44,533.0,,9,1705000.0,,,,1,1,1,,1,21.9,6,10
1,White,Not Hispanic or Latino,1,25-34,,,9,15000.0,69.58,0.0,,1,1,2,375000,1,34.55,6,10
1,White,Not Hispanic or Latino,2,25-34,309.0,30%-<36%,1,595000.0,95.0,7.375,0.153,1,1,1,625000,1,34.55,2,10
4,White,Not Hispanic or Latino,1,35-44,542.0,,9,725000.0,,,,1,1,1,,1,13.87,1,10
1,White,Not Hispanic or Latino,2,35-44,100.0,50%-60%,2,295000.0,99.0,6.75,1.095,2,1,1,305000,1,29.37,3,10
1,White,Not Hispanic or Latino,2,35-44,,,9,5000.0,99.0,0.0,,1,1,2,305000,1,29.37,6,10
1,White,Hispanic or Latino,2,25-34,129.0,44,1,345000.0,99.0,6.75,0.831,2,1,1,355000,1,42.03,3,10
1,Black or African American,Not Hispanic or Latino,2,35-44,79.0,50%-60%,2,305000.0,96.5,6.875,0.827,2,1,1,315000,1,35.04,3,10
1,White,Not Hispanic or Latino,2,65-74,82.0,30%-<36%,1,185000.0,64.982,6.75,-0.116,1,1,1,275000,1,39.09,1,10
1,White,Not Hispanic or Latino,1,55-64,117.0,41,2,305000.0,60.012,6.875,0.029,1,1,1,495000,1,46.63,1,10
1,White,Hispanic or Latino,2,25-34,,,9,5000.0,99.0,0.0,,1,1,2,355000,1,42.03,6,10
4,White,Not Hispanic or Latino,1,55-64,,,9,5000.0,,,,1,1,2,,1,26.63,6,10
1,White,Not Hispanic or Latino,1,25-34,73.0,42,3,255000.0,69.58,6.625,-0.426,1,1,1,375000,1,34.55,6,10
1,White,Not Hispanic or Latino,1,55-64,119.0,30%-<36%,1,185000.0,56.923,7.0,0.257,1,1,1,325000,1,47.96,1,10
3,White,Not Hispanic or Latino,1,35-44,55.0,40,3,215000.0,94.444,,,1,1,1,225000,1,18.81,1,4
1,White,Not Hispanic or Latino,2,45-54,1083.0,<20%,1,705000.0,45.161,6.875,-0.031,1,1,1,1555000,1,13.89,6,10
1,White,Not Hispanic or Latino,2,25-34,102.0,46,1,365000.0,80.0,7.375,0.61,1,1,1,455000,1,12.78,1,10
4,White,Not Hispanic or Latino,2,>74,75.0,,9,135000.0,,,,1,1,1,,1,12.78,1,10
1,White,Ethnicity Not Available,3,35-44,56.0,20%-<30%,1,95000.0,90.0,6.625,-0.124,1,1,1,105000,1,67.62,6,10
1,White,Not Hispanic or Latino,1,25-34,258.0,20%-<30%,3,605000.0,90.0,6.5,0.098,1,1,1,675000,1,47.96,6,10
3,White,Not Hispanic or Latino,1,<25,90.0,42,2,295000.0,100.0,,,1,1,1,305000,1,47.97,1,1
1,White,Not Hispanic or Latino,2,25-34,91.0,47,2,315000.0,83.784,7.125,0.863,1,1,1,375000,1,28.84,2,10
3,White,Not Hispanic or Latino,2,35-44,113.0,41,2,245000.0,98.344,,,1,1,1,305000,1,29.37,1,9
1,Asian,Not Hispanic or Latino,2,45-54,279.0,<20%,3,165000.0,52.381,5.875,0.132,1,1,1,315000,1,21.98,1,10
1,White,Not Hispanic or Latino,2,35-44,68.0,50%-60%,1,345000.0,95.0,5.875,-0.426,1,1,1,365000,1,21.09,1,10
1,White,Not Hispanic or Latino,1,45-54,142.0,30%-<36%,3,405000.0,69.204,7.0,,1,1,1,575000,3,46.63,2,10
3,White,Not Hispanic or Latino,1,<25,,,2,295000.0,100.0,,,1,1,1,305000,1,47.97,6,2
3,White,Not Hispanic or Latino,1,<25,,,9,5000.0,100.0,,,1,1,2,305000,1,47.97,6,2
1,Black or African American,Not Hispanic or Latino,1,25-34,93.0,50%-60%,1,385000.0,96.5,6.125,0.037,2,1,1,475000,1,86.57,3,10
4,White,Joint,2,35-44,,,9,5000.0,,,,1,1,2,,1,30.71,6,10
4,White,Joint,2,35-44,105.0,,9,285000.0,,,,1,1,1,,1,30.71,6,10
1,White,Not Hispanic or Latino,1,25-34,91.0,42,3,255000.0,94.99,7.25,1.091,1,1,1,265000,1,35.04,1,10
1,White,Not Hispanic or Latino,1,55-64,155.0,30%-<36%,1,305000.0,80.0,6.875,0.379,1,1,1,375000,1,26.63,1,10
1,American Indian or Alaska Native,Hispanic or Latino,1,45-54,179.0,42,1,425000.0,95.0,5.375,0.477,1,1,1,445000,1,25.21,1,10
1,White,Not Hispanic or Latino,2,25-34,50.0,44,1,155000.0,90.909,6.625,1.065,1,1,1,165000,1,34.93,1,10
3,White,Not Hispanic or Latino,2,45-54,214.0,50%-60%,8,455000.0,96.09,,,1,1,2,845000,1,47.97,6,1
3,White,Hispanic or Latino,1,55-64,112.0,>60%,8,265000.0,90.93,,,1,1,2,425000,1,33.23,6,1
1,White,Not Hispanic or Latino,1,45-54,234.0,20%-<30%,8,155000.0,66.9,6.74,-1.23,1,1,2,465000,1,14.22,6,10
1,White,Not Hispanic or Latino,2,65-74,66.0,49,8,195000.0,65.07,10.54,2.35,1,1,1,295000,1,29.83,6,10
3,White,Not Hispanic or Latino,1,>74,104.0,>60%,8,405000.0,62.99,,,1,1,1,635000,1,18.7,6,1
1,White,Not Hispanic or Latino,1,65-74,158.0,44,8,285000.0,85.99,11.34,3.08,1,1,2,575000,1,21.9,6,10
1,White,Joint,2,25-34,72.0,48,3,355000.0,80.0,6.25,0.272,1,1,1,445000,1,28.27,2,10
5,White,Not Hispanic or Latino,1,25-34,158.0,,9,485000.0,,,,1,1,1,,1,39.18,1,10
1,Black or African American,Hispanic or Latino,2,25-34,71.0,47,1,155000.0,95.0,6.375,0.065,1,1,1,165000,1,53.93,1,10
4,White,Not Hispanic or Latino,2,45-54,300.0,,9,405000.0,,,,1,1,1,,1,47.96,6,10
1,White,Not Hispanic or Latino,1,25-34,125.0,37,3,435000.0,96.5,6.25,0.481,2,1,1,445000,1,37.64,3,10
3,Black or African American,Not Hispanic or Latino,1,35-44,161.0,47,1,475000.0,90.0,,,1,1,1,535000,1,67.62,2,9
1,White,Not Hispanic or Latino,2,25-34,163.0,38,3,505000.0,85.0,6.5,0.276,1,1,1,595000,1,20.01,1,10
1,White,Not Hispanic or Latino,2,55-64,352.0,20%-<30%,3,405000.0,60.65,5.5,-0.622,1,1,1,655000,1,30.06,1,10
1,Black or African American,Hispanic or Latino,2,45-54,145.0,42,1,625000.0,90.0,6.5,0.149,1,1,1,695000,1,30.06,1,10
1,Black or African American,Hispanic or Latino,2,45-54,134.0,50%-60%,3,615000.0,90.0,6.625,-0.032,1,1,1,685000,1,30.06,2,10
2,White,Joint,1,25-34,142.0,43,1,465000.0,85.0,5.5,0.33,1,1,1,555000,1,29.83,2,10
2,White,Not Hispanic or Latino,1,55-64,349.0,20%-<30%,3,725000.0,75.82,6.125,-0.492,1,1,1,955000,1,30.71,1,10
1,Black or African American,Not Hispanic or Latino,2,35-44,173.0,42,3,515000.0,90.0,6.625,-0.165,1,1,1,575000,1,29.83,1,10
1,Black or African American,Not Hispanic or Latino,1,55-64,122.0,20%-<30%,2,225000.0,96.5,6.25,0.879,2,1,1,235000,1,20.49,3,10
1,Joint,Joint,1,45-54,204.0,45,3,435000.0,95.0,6.125,0.054,1,1,1,465000,1,28.84,2,10
3,Black or African American,Not Hispanic or Latino,2,55-64,103.0,47,2,345000.0,75.0,,,1,1,1,455000,1,30.06,1,5
1,Asian,Not Hispanic or Latino,1,35-44,64.0,43,3,145000.0,52.0,5.875,0.394,1,1,1,275000,1,29.58,2,10
1,White,Not Hispanic or Latino,2,55-64,78.0,48,1,395000.0,79.61,7.625,,1,1,1,495000,3,29.83,2,10
1,White,Hispanic or Latino,1,45-54,131.0,48,3,355000.0,81.87,6.625,0.645,1,1,1,425000,1,29.37,2,10
1,White,Not Hispanic or Latino,2,25-34,74.0,47,3,295000.0,87.88,6.125,0.093,1,1,1,335000,1,29.83,1,10
1,Native Hawaiian or Other Pacific Islander,Ethnicity Not Available,1,35-44,100.0,20%-<30%,1,195000.0,96.5,6.75,1.418,2,1,1,205000,1,29.58,3,10
1,White,Not Hispanic or Latino,2,25-34,70.0,47,3,245000.0,95.9,6.25,0.925,2,1,1,255000,1,31.47,3,10
1,White,Not Hispanic or Latino,2,25-34,135.0,30%-<36%,3,315000.0,80.0,5.875,-0.277,1,1,1,395000,1,30.71,2,10
1,White,Not Hispanic or Latino,1,<25,91.0,30%-<36%,3,185000.0,96.5,6.25,0.947,2,1,1,185000,1,21.09,3,10
1,White,Not Hispanic or Latino,2,35-44,62.0,30%-<36%,3,115000.0,77.47,5.99,-0.077,1,1,1,145000,1,34.8,1,10
1,White,Not Hispanic or Latino,1,25-34,76.0,47,2,285000.0,80.0,6.125,-0.051,1,1,1,365000,1,30.71,2,10
1,White,Not Hispanic or Latino,2,55-64,162.0,<20%,2,305000.0,80.2,6.125,0.19,1,1,1,385000,1,16.54,1,10
1,Joint,Joint,2,45-54,92.0,50%-60%,2,285000.0,96.5,6.25,0.934,2,1,1,295000,1,26.6,3,10
1,White,Not Hispanic or Latino,1,25-34,113.0,30%-<36%,3,305000.0,96.46,6.125,0.801,2,1,1,315000,1,48.78,3,10
1,Joint,Not Hispanic or Latino,1,35-44,369.0,<20%,1,355000.0,80.0,6.125,0.037,1,1,1,435000,1,37.64,2,10
1,White,Not Hispanic or Latino,1,25-34,100.0,41,3,315000.0,95.0,6.375,0.101,1,1,1,325000,1,27.18,1,10
4,White,Not Hispanic or Latino,1,25-34,97.0,,9,345000.0,,,,3,1,1,,1,35.04,1,10
4,White,Not Hispanic or Latino,1,35-44,117.0,,9,365000.0,,,,1,1,1,,1,31.03,1,10
1,Black or African American,Not Hispanic or Latino,2,25-34,114.0,47,2,355000.0,90.0,5.99,0.029,1,1,1,395000,1,30.71,1,10
4,White,Not Hispanic or Latino,2,25-34,173.0,,9,425000.0,,,,3,1,1,,1,28.84,1,10
2,White,Not Hispanic or Latino,2,25-34,240.0,47,3,625000.0,80.0,6.5,-0.125,1,1,1,775000,1,26.6,1,10
1,Asian,Not Hispanic or Latino,1,35-44,85.0,44,3,215000.0,85.0,6.125,0.054,1,1,1,255000,1,13.87,2,10
